date,year,month,day_of_week,hour,is_weekend,season,weather,temperature_c,humidity,windspeed_kmh,air_quality_index,holiday,working_day,fuel_price,traffic_index,app_active_users,promotion_active,city_zone,near_metro_station,special_event,bike_station_capacity,bike_demand
15-03-2025,2025,3,5,12,1,Spring,Clear,24.3,44,21.5,157,0,0,89.42,96.6,43073,0,Residential,1,0,217,602
01-10-2025,2025,10,2,19,0,Autumn,Clear,29.6,79,14.5,99,0,1,96.52,67.1,32590,0,Residential,0,0,317,706
29-10-2024,2024,10,1,18,0,Autumn,Clear,22.1,62,8.9,128,0,1,98.5,71.1,18224,1,Business District,1,0,158,901
16-10-2023,2023,10,0,13,0,Autumn,Clear,31.2,46,17.3,168,0,1,100.36,48.5,28105,0,Commercial,0,0,265,584
01-07-2024,2024,7,0,9,0,Summer,Clear,36.6,55,21,172,0,1,96.08,83.5,44950,1,Business District,1,0,97,796
17-03-2023,2023,3,4,21,0,Spring,Clear,26.9,71,17.3,38,0,1,105.33,100,23063,0,Tourist Area,1,0,346,838
16-05-2025,2025,5,4,6,0,Spring,Light Rain,33.9,73,23,131,0,1,119.69,57.8,6771,1,Residential,1,0,485,513
03-07-2025,2025,7,3,17,0,Summer,Mist,33.2,31,10.8,92,0,1,104.84,38.3,43445,0,Commercial,1,0,51,616
05-04-2025,2025,4,5,12,1,Spring,Heavy Rain,31.7,84,18.3,86,1,0,102.56,88.5,26772,0,Tourist Area,0,0,444,314
16-01-2023,2023,1,0,15,0,Winter,Light Rain,17.3,79,21.9,133,0,1,94.38,66.2,21194,0,Residential,1,0,129,301
13-10-2023,2023,10,4,22,0,Autumn,Heavy Rain,29.9,94,27.4,104,0,1,101.69,62.1,33381,0,Business District,1,0,216,348
30-09-2023,2023,9,5,20,1,Monsoon,Clear,29.6,65,20.9,135,0,0,100.51,47.4,19331,0,Residential,1,0,137,357
04-06-2024,2024,6,1,11,0,Summer,Mist,44.2,34,21.8,110,0,1,113.93,60.6,42317,0,Commercial,0,0,436,477
04-09-2025,2025,9,3,6,0,Monsoon,Clear,30,32,5.5,114,0,1,104.8,79.8,37242,1,Commercial,0,0,96,544
04-01-2024,2024,1,3,7,0,Winter,Clear,7.1,42,8.7,161,1,0,109.66,61.8,12158,0,Commercial,0,0,421,579
09-09-2025,2025,9,1,5,0,Monsoon,Cloudy,30.5,34,15.1,151,0,1,105.02,94.6,44539,0,Residential,0,0,53,466
26-03-2025,2025,3,2,9,0,Spring,Clear,22.6,40,21.4,115,0,1,93.61,50.6,8821,0,Commercial,0,0,361,679
10-06-2024,2024,6,0,9,0,Summer,Light Rain,37,87,16,56,0,1,104.71,55.3,18345,0,Residential,1,0,453,379
22-08-2025,2025,8,4,12,0,Summer,Clear,35.4,61,5,30,0,1,107.46,51.3,35953,0,Residential,0,0,215,560
06-02-2025,2025,2,3,21,0,Winter,Clear,10.9,43,7.6,135,0,1,103.3,79.9,17890,0,Business District,1,0,112,659
26-12-2023,2023,12,1,10,0,Winter,Mist,13.4,37,9.8,118,1,0,97.12,44.9,25403,0,Residential,1,0,303,399
25-06-2024,2024,6,1,18,0,Summer,Cloudy,43.3,52,5.9,125,0,1,110.06,63.1,14940,0,Commercial,0,0,287,472
04-08-2023,2023,8,4,12,0,Summer,Cloudy,36.6,71,19.4,168,0,1,95.99,61.1,15343,0,Tourist Area,1,0,336,461
28-01-2023,2023,1,5,12,1,Winter,Cloudy,15.7,30,8.8,49,0,0,96.59,82.9,20214,1,University Area,0,0,369,547
07-12-2024,2024,12,5,13,1,Winter,Clear,18.6,71,8.4,176,0,0,107.67,63.3,14113,0,Commercial,1,0,487,523
17-05-2023,2023,5,2,16,0,Spring,Light Rain,23,72,15.6,111,0,1,108.31,41.9,11376,0,Commercial,0,0,168,375
16-09-2025,2025,9,1,14,0,Monsoon,Clear,30.6,44,6.7,53,0,1,110.41,59.1,7065,1,Tourist Area,0,0,395,582
04-10-2025,2025,10,5,15,1,Autumn,Clear,25.2,82,15.6,99,0,0,90.69,21.2,30973,1,Residential,1,0,199,481
10-10-2025,2025,10,4,17,0,Autumn,Mist,24.2,45,5.3,153,1,0,91.85,78.8,44805,0,Commercial,1,0,59,632
18-05-2024,2024,5,5,19,1,Spring,Clear,33,79,17.1,126,0,0,110.26,30.5,41362,0,Residential,0,0,436,555
08-07-2025,2025,7,1,18,0,Summer,Clear,40.8,30,8.1,130,0,1,107.26,77.6,44091,1,Residential,0,0,141,722
30-07-2023,2023,7,6,22,1,Summer,Clear,38,82,10,213,0,0,106.64,70.6,19301,0,Commercial,1,0,499,388
04-04-2023,2023,4,1,16,0,Spring,Clear,24.6,76,9.1,168,0,1,94.32,61.7,40072,1,Residential,0,0,459,714
11-12-2023,2023,12,0,7,0,Winter,Mist,12.3,32,12.2,119,0,1,97.93,35.5,13883,0,Residential,1,0,259,489
05-03-2023,2023,3,6,16,1,Spring,Mist,24.5,61,12.3,123,0,0,97.28,75.7,18415,0,Commercial,1,1,369,598
29-12-2023,2023,12,4,20,0,Winter,Clear,13.5,45,19.5,133,0,1,110.15,50.2,45799,0,Commercial,1,0,499,841
07-11-2023,2023,11,1,18,0,Autumn,Clear,29,72,12.1,175,0,1,99.53,41.2,19622,1,University Area,1,0,225,799
01-03-2023,2023,3,2,15,0,Spring,Light Rain,32.8,93,25.3,74,0,1,114.03,84.3,17497,0,University Area,0,0,315,559
11-12-2025,2025,12,3,19,0,Winter,Clear,21.2,65,6.4,129,0,1,96.48,83.1,18138,0,Business District,1,0,399,835
16-04-2025,2025,4,2,17,0,Spring,Cloudy,22.6,75,13.6,152,0,1,100.44,81,15706,0,Business District,0,0,77,693
15-07-2024,2024,7,0,10,0,Summer,Clear,41.1,33,19.2,122,0,1,104.62,61.3,10771,0,University Area,1,0,363,602
25-10-2024,2024,10,4,7,0,Autumn,Mist,18.7,49,20.4,54,0,1,105.42,60.4,21765,0,Tourist Area,1,0,55,702
17-04-2025,2025,4,3,10,0,Spring,Cloudy,41.4,43,11.8,168,0,1,114.66,25.2,31309,0,Residential,0,0,412,596
19-04-2023,2023,4,2,7,0,Spring,Clear,24.5,84,5.5,51,0,1,108.65,51.7,16544,1,Residential,1,0,210,785
15-06-2024,2024,6,5,19,1,Summer,Clear,34.4,35,19.8,122,0,0,93.24,81.9,44563,0,University Area,1,0,164,651
13-04-2023,2023,4,3,17,0,Spring,Light Rain,25.1,74,10.1,94,0,1,100.43,55.9,46164,0,Business District,1,0,243,759
09-09-2023,2023,9,5,20,1,Monsoon,Cloudy,30.1,81,7.8,133,0,0,99.79,59.5,23290,1,Commercial,0,0,64,335
13-07-2025,2025,7,6,16,1,Summer,Heavy Rain,32.4,70,19.2,114,0,0,119.86,80.2,12591,0,Residential,0,0,328,119
24-01-2023,2023,1,1,5,0,Winter,Mist,9.7,45,6.3,54,0,1,111.37,50.3,33056,1,Residential,0,0,320,465
18-12-2023,2023,12,0,5,0,Winter,Clear,12.6,33,11.3,88,0,1,97.59,62.3,14631,0,University Area,0,0,409,505
02-02-2025,2025,2,6,16,1,Winter,Heavy Rain,18.2,79,14,160,0,0,115.53,35,14485,0,Residential,1,0,154,136
20-09-2023,2023,9,2,19,0,Monsoon,Cloudy,32,30,11.7,92,0,1,105.72,76.7,15226,0,Residential,1,0,248,556
05-06-2023,2023,6,0,8,0,Summer,Cloudy,35.1,42,13,129,1,0,116.71,100,21337,0,Residential,1,0,90,510
22-06-2023,2023,6,3,7,0,Summer,Clear,39.1,61,9.9,119,0,1,99.81,31.8,31940,0,Residential,0,0,130,544
07-11-2024,2024,11,3,9,0,Autumn,Clear,21,83,9,138,0,1,109.76,92.8,12941,1,Commercial,1,0,197,859
18-07-2024,2024,7,3,17,0,Summer,Clear,38.4,57,21,155,0,1,106.61,79.8,20282,0,Residential,1,0,64,609
04-10-2025,2025,10,5,16,1,Autumn,Cloudy,26.3,74,21.4,85,1,0,117.31,56.8,14180,0,Residential,0,0,450,491
17-04-2023,2023,4,0,9,0,Spring,Cloudy,24.7,69,9.6,138,0,1,96.33,62.5,24480,0,University Area,1,0,278,706
24-12-2025,2025,12,2,6,0,Winter,Clear,22.3,77,18,61,0,1,94.8,59.5,9301,0,University Area,0,0,82,556
08-04-2025,2025,4,1,13,0,Spring,Clear,30.9,75,11.5,140,0,1,110.73,32.6,46921,0,Tourist Area,1,0,206,825
23-11-2025,2025,11,6,14,1,Autumn,Cloudy,21.3,84,18.6,127,0,0,110.35,75.1,31025,1,University Area,1,0,68,601
14-03-2024,2024,3,3,12,0,Spring,Cloudy,34.5,38,10.4,101,0,1,108.66,38.9,11395,1,Residential,0,0,140,629
25-08-2023,2023,8,4,14,0,Summer,Clear,35.6,36,16.1,150,0,1,97.4,42.5,30637,0,Commercial,1,0,421,539
07-09-2023,2023,9,3,10,0,Monsoon,Mist,34,68,15,107,0,1,94.53,72,28960,0,Tourist Area,1,0,479,437
21-04-2025,2025,4,0,22,0,Spring,Clear,30.8,58,18.4,103,0,1,90.79,60.2,34993,0,Residential,1,0,373,574
07-03-2025,2025,3,4,16,0,Spring,Cloudy,24.4,84,11.5,106,0,1,111.04,46.1,31544,0,Residential,0,0,252,563
09-11-2023,2023,11,3,20,0,Autumn,Clear,24.7,73,5.4,114,0,1,91.76,29.1,49432,1,Commercial,0,0,128,770
04-02-2025,2025,2,1,8,0,Winter,Clear,18.7,49,16.4,120,0,1,95.81,80.9,47857,0,Residential,0,0,146,740
21-07-2023,2023,7,4,18,0,Summer,Cloudy,34.7,76,10,116,0,1,106.3,73.8,7761,1,Tourist Area,1,0,117,661
31-03-2025,2025,3,0,10,0,Spring,Light Rain,22.4,83,24.2,138,0,1,101.9,58.3,17233,0,University Area,0,0,485,566
12-05-2023,2023,5,4,21,0,Spring,Clear,34.3,44,14.1,139,1,0,92.32,89.9,11727,0,Residential,1,0,117,497
24-11-2024,2024,11,6,12,1,Autumn,Clear,21,53,6,115,0,0,95.3,60.7,24717,0,Commercial,1,0,431,611
14-03-2023,2023,3,1,22,0,Spring,Clear,29.3,70,19.1,130,0,1,99.7,50.8,15362,0,Residential,0,0,376,521
24-03-2023,2023,3,4,16,0,Spring,Mist,29.3,30,17.6,85,1,0,107.45,72.5,39422,0,Business District,1,0,267,667
21-09-2025,2025,9,6,19,1,Monsoon,Clear,33.5,69,17.1,144,0,0,91.11,55.7,16922,0,Commercial,1,0,162,327
02-12-2023,2023,12,5,21,1,Winter,Clear,17.4,76,7.3,60,0,0,109.8,70.7,13758,0,Residential,1,0,125,470
09-09-2025,2025,9,1,8,0,Monsoon,Clear,29.8,60,7.3,120,0,1,92.96,91.9,45446,0,Business District,1,0,62,782
15-09-2025,2025,9,0,18,0,Monsoon,Mist,32.2,68,7.8,106,0,1,110.82,34.9,44837,0,Commercial,1,0,289,560
18-01-2024,2024,1,3,8,0,Winter,Heavy Rain,13.1,73,13.9,90,0,1,107.71,66.7,38066,1,Residential,0,0,290,432
07-11-2025,2025,11,4,21,0,Autumn,Clear,22,41,14.8,49,0,1,100.75,63.8,12131,0,Business District,1,0,344,669
26-04-2023,2023,4,2,11,0,Spring,Cloudy,20.8,39,6.3,94,0,1,104.66,41.2,33252,1,Commercial,1,0,248,739
16-12-2025,2025,12,1,18,0,Winter,Clear,15.8,30,7.6,114,0,1,95.68,70.1,15304,0,Tourist Area,1,1,287,906
17-05-2024,2024,5,4,5,0,Spring,Light Rain,30.2,95,20.1,92,0,1,101.69,61.5,16551,0,University Area,0,0,254,303
01-01-2023,2023,1,6,11,1,Winter,Heavy Rain,14.4,84,10.2,103,0,0,101.86,65.7,41091,1,Business District,1,0,291,392
05-11-2025,2025,11,2,19,0,Autumn,Clear,30,34,13.1,136,0,1,96.61,52.7,29750,0,University Area,0,1,193,789
27-10-2025,2025,10,0,20,0,Autumn,Clear,30.4,54,8.8,84,0,1,100.1,62,16062,1,Business District,1,0,57,902
18-01-2024,2024,1,3,14,0,Winter,Clear,15.7,70,17.2,149,0,1,112.32,82.5,36056,0,Business District,1,0,426,819
17-12-2024,2024,12,1,20,0,Winter,Clear,6.6,58,12.8,156,0,1,113.32,60.3,5716,0,University Area,0,0,432,578
22-02-2025,2025,2,5,7,1,Winter,Clear,14.6,33,11.7,168,0,0,109.23,50.9,26961,1,Business District,0,0,488,733
19-05-2023,2023,5,4,14,0,Spring,Clear,39.9,40,9.9,98,0,1,104.81,87,16307,1,Commercial,1,0,90,902
18-02-2024,2024,2,6,13,1,Winter,Clear,18.7,70,14.4,115,0,0,101.75,48.7,45876,0,Commercial,1,0,214,575
22-12-2025,2025,12,0,20,0,Winter,Cloudy,15.8,61,15.2,108,0,1,98.84,70.9,24014,0,Business District,0,0,296,632
24-04-2023,2023,4,0,12,0,Spring,Mist,28.6,66,5.9,171,0,1,104.23,77.1,20827,0,Business District,1,0,491,803
19-06-2023,2023,6,0,15,0,Summer,Light Rain,35.9,72,12.3,61,0,1,105.98,81.4,5199,0,Residential,1,1,113,465
03-01-2023,2023,1,1,15,0,Winter,Clear,12.9,52,8.4,115,0,1,108.84,80.1,8467,1,University Area,1,0,79,802
31-10-2023,2023,10,1,13,0,Autumn,Mist,27.5,65,16,201,0,1,100.66,69.6,5883,0,Commercial,1,0,459,537
22-10-2024,2024,10,1,19,0,Autumn,Clear,29.7,40,10.1,119,0,1,105.25,55.5,34355,0,Tourist Area,1,0,300,971
13-12-2023,2023,12,2,11,0,Winter,Clear,12.6,35,13.3,213,0,1,96.73,54.7,41492,0,Residential,0,0,303,574
23-04-2025,2025,4,2,20,0,Spring,Clear,30,45,20.7,68,0,1,98.93,68.7,17911,0,Residential,0,0,62,657
12-03-2024,2024,3,1,22,0,Spring,Clear,25.6,62,19.7,90,0,1,95.83,64.3,45227,0,Business District,1,0,381,805
08-10-2023,2023,10,6,15,1,Autumn,Mist,24.2,45,18.4,45,0,0,103.37,57.4,27948,0,Residential,1,0,105,503
06-01-2024,2024,1,5,6,1,Winter,Mist,19.4,30,10,76,0,0,99.76,54.3,38724,1,Commercial,0,0,437,468
11-12-2025,2025,12,3,7,0,Winter,Clear,16,75,20.7,85,0,1,103.04,59,37580,1,Residential,0,0,195,721
03-03-2025,2025,3,0,12,0,Spring,Mist,26.1,51,13.4,130,0,1,104.86,31.6,14328,0,Business District,1,0,396,623
26-10-2025,2025,10,6,21,1,Autumn,Mist,23,49,6.2,84,0,0,112.08,84.5,25934,0,Residential,1,0,69,467
14-03-2024,2024,3,3,13,0,Spring,Light Rain,18.3,73,18.4,127,0,1,96.88,56.9,16574,1,Business District,0,0,246,376
25-12-2025,2025,12,3,11,0,Winter,Clear,15.6,70,10.6,109,0,1,107.02,56.1,20149,0,Commercial,1,0,489,676
23-12-2024,2024,12,0,5,0,Winter,Cloudy,11.3,83,10.4,78,0,1,108.87,69.3,27559,1,Tourist Area,1,0,246,581
03-11-2023,2023,11,4,22,0,Autumn,Clear,31.7,56,19.5,103,0,1,108.07,40.2,20376,0,Residential,0,0,88,462
15-11-2025,2025,11,5,17,1,Autumn,Clear,23,65,7.9,90,1,0,99.46,25.1,46817,1,Tourist Area,1,0,123,743
22-07-2024,2024,7,0,8,0,Summer,Cloudy,34.7,46,12.4,83,0,1,86.13,93.3,26717,0,Residential,1,0,264,154
24-04-2025,2025,4,3,17,0,Spring,Light Rain,27.9,76,14,144,0,1,105.13,62.4,31455,1,Tourist Area,1,0,402,771
07-10-2023,2023,10,5,8,1,Autumn,Clear,25.7,39,15.1,74,0,0,105.17,93.1,7972,0,Tourist Area,1,0,199,790
13-08-2023,2023,8,6,21,1,Summer,Mist,37.4,68,17.9,114,0,0,106.39,45.1,6974,1,University Area,0,0,449,202
02-04-2025,2025,4,2,15,0,Spring,Cloudy,28.4,75,21,156,0,1,102.2,50.7,47366,1,Business District,0,0,355,783
14-08-2023,2023,8,0,10,0,Summer,Clear,35.7,81,21.2,123,0,1,103.23,97,19367,1,Residential,0,0,95,635
16-07-2023,2023,7,6,9,1,Summer,Clear,26.6,50,21.3,110,0,0,96.49,39.1,38086,0,University Area,0,0,154,500
06-07-2025,2025,7,6,6,1,Summer,Cloudy,32.8,68,6.4,66,0,0,116.35,93.1,42910,0,Commercial,0,0,92,432
23-07-2025,2025,7,2,20,0,Summer,Clear,35.6,38,13.9,126,0,1,102.78,85,26254,0,University Area,1,0,305,813
29-05-2025,2025,5,3,11,0,Spring,Cloudy,33.4,35,10.4,164,0,1,96.47,75.2,38214,1,University Area,0,0,413,723
19-03-2024,2024,3,1,12,0,Spring,Cloudy,30.4,74,16.1,131,0,1,112.85,44.7,8768,1,Commercial,0,0,433,600
01-07-2023,2023,7,5,21,1,Summer,Cloudy,35.7,63,12.7,86,0,0,106.46,89.4,21512,1,Tourist Area,0,0,149,1092
01-08-2023,2023,8,1,11,0,Summer,Mist,30.5,35,15.3,156,0,1,99.86,96.6,16467,1,Business District,1,0,374,665
28-07-2024,2024,7,6,11,1,Summer,Mist,40.9,84,11.2,77,0,0,94.5,64.1,17245,0,Tourist Area,0,0,168,165
21-01-2024,2024,1,6,20,1,Winter,Heavy Rain,18.5,95,16.4,160,0,0,112.71,61,11354,0,Commercial,0,0,362,161
07-11-2024,2024,11,3,19,0,Autumn,Mist,24,52,21,188,0,1,103.84,46.8,43846,0,Business District,0,0,196,623
08-07-2025,2025,7,1,16,0,Summer,Clear,41.9,74,15.4,122,0,1,96.13,58.1,27238,1,Commercial,1,0,50,522
04-04-2025,2025,4,4,17,0,Spring,Clear,15.1,38,10.4,123,0,1,108.16,42.7,48279,0,Residential,1,0,217,834
13-04-2024,2024,4,5,17,1,Spring,Clear,20.8,61,7,182,0,0,105.86,61.2,32945,0,Commercial,0,0,260,706
14-04-2025,2025,4,0,13,0,Spring,Cloudy,25.4,65,20.9,126,0,1,105.1,51,17558,0,University Area,0,0,262,576
19-03-2024,2024,3,1,11,0,Spring,Mist,33,35,6.2,110,0,1,95.86,59,49532,0,University Area,1,0,418,735
28-02-2023,2023,2,1,8,0,Winter,Light Rain,15.4,74,19.3,151,0,1,93.11,91.9,47566,0,Commercial,0,0,98,526
07-05-2023,2023,5,6,7,1,Spring,Clear,25.2,62,7,155,1,0,105.68,80.4,34394,1,Business District,0,0,117,873
17-10-2025,2025,10,4,19,0,Autumn,Clear,21.3,67,14.9,93,0,1,94.58,76.9,32331,0,Residential,0,0,201,729
11-07-2025,2025,7,4,5,0,Summer,Mist,32.9,49,21.6,90,0,1,112.62,76.4,5859,0,Commercial,0,0,70,360
11-03-2025,2025,3,1,15,0,Spring,Cloudy,18,62,14.5,85,0,1,103.5,20.6,8125,0,Commercial,0,0,292,436
21-06-2024,2024,6,4,22,0,Summer,Clear,32.4,76,20.8,128,0,1,96.05,78.6,46999,0,Tourist Area,0,0,121,574
27-01-2023,2023,1,4,8,0,Winter,Clear,16,60,19.1,173,0,1,99.35,65.7,31545,0,Commercial,0,0,368,726
15-04-2023,2023,4,5,17,1,Spring,Cloudy,34,65,5.7,114,0,0,108.18,76.7,31993,0,Residential,1,0,67,669
26-11-2023,2023,11,6,15,1,Autumn,Mist,23.4,31,19.2,70,0,0,98.69,62.2,38215,0,Residential,0,0,304,473
16-05-2023,2023,5,1,13,0,Spring,Heavy Rain,24.7,74,30,117,0,1,104.24,71.7,31819,1,Residential,0,0,241,362
08-12-2023,2023,12,4,11,0,Winter,Clear,17.5,57,12.5,123,0,1,102.29,57.2,31764,1,Commercial,1,0,417,802
28-12-2023,2023,12,3,16,0,Winter,Clear,18.3,72,8,140,0,1,104.47,62.8,17058,0,University Area,0,0,201,643
14-04-2023,2023,4,4,13,0,Spring,Clear,29.9,50,10.6,125,0,1,98.88,98,41739,1,Residential,0,0,328,880
06-01-2025,2025,1,0,15,0,Winter,Cloudy,16,40,10.2,173,0,1,116.6,24.3,44151,0,Business District,1,0,473,791
18-01-2024,2024,1,3,22,0,Winter,Cloudy,15.3,59,20.3,119,0,1,95.96,53.3,6278,1,Tourist Area,0,0,284,399
18-12-2024,2024,12,2,9,0,Winter,Clear,13,67,20.9,139,0,1,108.91,62,25162,1,Business District,1,0,63,925
22-05-2023,2023,5,0,14,0,Spring,Clear,31.2,46,12.2,127,0,1,117.16,45.9,38582,0,Residential,0,0,260,718
22-08-2025,2025,8,4,5,0,Summer,Cloudy,30.3,63,6.7,93,0,1,107.76,37.9,14479,0,Commercial,0,0,487,415
06-12-2025,2025,12,5,20,1,Winter,Mist,23.6,66,21.1,159,0,0,106.49,63.1,5129,0,University Area,0,0,150,432
01-12-2025,2025,12,0,5,0,Winter,Clear,7.5,80,12.5,75,0,1,97.28,40.5,23531,0,Business District,1,0,168,574
27-11-2025,2025,11,3,22,0,Autumn,Light Rain,28.4,85,17.3,148,0,1,103.11,43.3,22243,0,Residential,1,0,324,295
12-09-2024,2024,9,3,22,0,Monsoon,Clear,37.5,48,16.2,83,0,1,99.21,73.5,40710,0,University Area,0,0,397,444
04-04-2025,2025,4,4,7,0,Spring,Clear,32.6,47,17.5,133,0,1,104.76,48.9,32676,0,Business District,1,0,325,941
21-04-2023,2023,4,4,13,0,Spring,Cloudy,22.3,84,12.4,166,0,1,101.21,85.8,21264,0,University Area,1,0,258,680
21-06-2025,2025,6,5,13,1,Summer,Clear,33.8,73,9.3,140,0,0,89.34,70.9,12464,0,Commercial,0,0,180,333
08-06-2025,2025,6,6,11,1,Summer,Clear,42,77,15.6,152,0,0,104.06,80.3,9419,0,Commercial,0,0,146,262
28-06-2023,2023,6,2,9,0,Summer,Clear,39.5,54,6.9,171,0,1,105.3,87.3,44492,0,Commercial,1,0,273,755
13-04-2025,2025,4,6,7,1,Spring,Light Rain,38.3,95,21.2,115,0,0,89.98,22,13025,0,Business District,0,0,480,266
03-12-2024,2024,12,1,21,0,Winter,Clear,13.6,32,11.8,30,0,1,103.17,22.9,17342,0,Commercial,1,0,387,570
14-10-2024,2024,10,0,11,0,Autumn,Light Rain,22.9,74,16,114,0,1,102.43,72.4,20141,0,Business District,0,0,239,542
23-10-2025,2025,10,3,21,0,Autumn,Cloudy,20.3,67,18.3,128,0,1,99.56,67.4,15235,0,Residential,0,0,396,366
03-07-2025,2025,7,3,7,0,Summer,Clear,40,38,10.8,72,0,1,101.62,55.7,22338,1,University Area,0,0,331,685
05-03-2025,2025,3,2,8,0,Spring,Light Rain,29.1,85,18.6,116,0,1,112.95,75.6,6098,0,University Area,1,0,159,607
18-06-2023,2023,6,6,12,1,Summer,Mist,32.5,31,9.9,190,0,0,100.13,52.2,6450,0,Business District,1,0,117,335
11-04-2025,2025,4,4,10,0,Spring,Light Rain,31.6,71,26.4,98,0,1,98.51,60.4,39725,0,Business District,0,0,67,524
17-03-2025,2025,3,0,14,0,Spring,Cloudy,28,43,12.5,85,1,0,102.63,38.9,22661,0,Commercial,0,0,161,409
21-01-2025,2025,1,1,22,0,Winter,Clear,23.2,48,16.6,147,0,1,108.09,58.1,41684,0,Residential,1,0,207,636
05-06-2025,2025,6,3,22,0,Summer,Clear,39.2,41,18.1,70,0,1,104.43,88.6,34007,0,Commercial,0,0,474,601
07-05-2024,2024,5,1,21,0,Spring,Clear,28.7,36,12.4,58,0,1,109.79,27.1,9312,0,University Area,0,0,498,639
09-07-2023,2023,7,6,6,1,Summer,Cloudy,41.8,38,19.3,183,0,0,102.17,61.1,44941,1,Commercial,0,0,396,273
05-07-2025,2025,7,5,7,1,Summer,Light Rain,37.3,81,20.1,121,0,0,102.69,40.2,17926,0,Tourist Area,1,0,312,241
08-06-2024,2024,6,5,15,1,Summer,Mist,36.4,67,8.4,118,0,0,111.66,59.7,28249,0,Tourist Area,1,0,320,425
17-02-2025,2025,2,0,13,0,Winter,Cloudy,16.6,82,20,109,0,1,106.6,100,16978,0,Commercial,1,0,326,681
07-03-2023,2023,3,1,22,0,Spring,Light Rain,28,90,29.6,42,1,0,111.55,93.3,48877,0,Residential,0,0,443,422
14-01-2023,2023,1,5,10,1,Winter,Cloudy,16.5,30,11.7,138,0,0,103.01,98.7,14487,0,Residential,0,0,205,538
29-12-2024,2024,12,6,14,1,Winter,Light Rain,14.5,78,29.2,138,0,0,100.58,59.1,17923,0,Business District,0,1,358,351
05-07-2024,2024,7,4,7,0,Summer,Light Rain,36.1,71,18.3,171,0,1,105.44,58.4,27280,0,Residential,0,0,376,277
07-10-2024,2024,10,0,6,0,Autumn,Clear,21.3,49,7.3,98,0,1,101.39,94.2,15730,0,Tourist Area,1,0,75,737
12-01-2023,2023,1,3,22,0,Winter,Light Rain,12.5,77,20.3,126,0,1,108.44,63.2,24528,0,Residential,0,0,224,251
10-12-2024,2024,12,1,19,0,Winter,Clear,13.6,45,19.5,158,0,1,96.83,46.2,39004,1,Residential,0,0,244,602
15-10-2023,2023,10,6,13,1,Autumn,Clear,29.9,47,7.6,141,0,0,106.62,23.5,49644,0,Business District,1,0,422,709
11-07-2025,2025,7,4,10,0,Summer,Clear,35,43,10.6,194,0,1,100.09,51.5,22418,0,Business District,1,0,52,646
28-08-2024,2024,8,2,16,0,Summer,Clear,35.1,81,14.8,38,0,1,99.61,66.4,42733,0,Residential,1,0,106,526
12-05-2025,2025,5,0,12,0,Spring,Light Rain,33.9,93,20.5,150,0,1,84.45,50.3,36995,0,Business District,0,1,240,441
29-09-2024,2024,9,6,8,1,Monsoon,Clear,38.4,54,8.3,94,0,0,101.15,79.7,47352,1,Commercial,0,0,280,540
17-12-2024,2024,12,1,17,0,Winter,Light Rain,19.6,87,13.1,139,0,1,106.75,62.1,35739,1,Residential,0,0,51,1071
15-05-2024,2024,5,2,10,0,Spring,Cloudy,25.7,66,16.7,216,0,1,102.94,59.3,29484,1,Business District,0,0,340,865
18-12-2025,2025,12,3,11,0,Winter,Light Rain,15,91,29.3,120,0,1,89.16,78.1,27280,0,University Area,1,0,100,368
12-06-2025,2025,6,3,22,0,Summer,Clear,43.3,79,12.7,92,0,1,106.99,99.9,45315,0,Business District,0,0,69,541
27-10-2023,2023,10,4,19,0,Autumn,Mist,21.5,71,21,57,0,1,100.69,55.4,26545,0,Residential,0,0,445,584
18-07-2025,2025,7,4,9,0,Summer,Mist,41,66,15.2,180,0,1,102.77,48.4,19429,1,Residential,0,0,373,376
27-09-2024,2024,9,4,8,0,Monsoon,Clear,33.7,57,20.6,123,0,1,106.27,56,20500,0,Residential,1,0,316,487
09-01-2023,2023,1,0,18,0,Winter,Clear,18.8,61,13.6,221,0,1,100.26,65.2,6054,0,Residential,0,0,204,561
14-06-2025,2025,6,5,15,1,Summer,Clear,41.2,70,15.8,106,0,0,95.02,47.8,12526,1,University Area,0,0,174,265
21-09-2025,2025,9,6,13,1,Monsoon,Cloudy,30.1,77,10.2,75,0,0,114.93,44.2,46891,0,University Area,1,0,215,431
13-05-2024,2024,5,0,18,0,Spring,Clear,29.2,56,21.4,159,0,1,108.05,73.8,13576,0,Residential,0,0,443,805
25-12-2023,2023,12,0,10,0,Winter,Cloudy,23,52,14.2,143,0,1,96.02,64.1,40233,0,Commercial,0,0,276,685
29-07-2025,2025,7,1,11,0,Summer,Clear,46.9,55,11.4,159,0,1,107.98,77,43624,0,Residential,1,0,235,510
10-06-2025,2025,6,1,8,0,Summer,Clear,42.5,80,10.4,105,0,1,104.26,35.7,20752,0,Commercial,1,0,370,554
14-10-2024,2024,10,0,5,0,Autumn,Clear,34.1,61,10.4,145,0,1,120.03,42.8,24677,0,Tourist Area,1,0,151,723
17-11-2023,2023,11,4,19,0,Autumn,Clear,18,33,10.6,120,0,1,106.07,49.7,41823,0,Tourist Area,1,0,431,903
03-10-2024,2024,10,3,14,0,Autumn,Mist,25,65,19.3,80,0,1,101.99,55.1,16292,0,Residential,0,0,60,458
22-03-2024,2024,3,4,16,0,Spring,Clear,29,35,14.9,55,0,1,104.09,74.1,38597,0,Business District,0,0,234,828
